Gender.Weights,Age Group.Weights,ADM1.Weights,Total Weights,Survey Date,Country,Gender,Age Group,Admin1,SEC,Age,BirthYear,Awareness,Urban/Rural,BiggestChallenge,LevelConcern,Concerns,RiskAwareness,Tested,VirusPrevention,PreventativeMeasures: Avoiding public places,PreventativeMeasures: Avoiding public transport,PreventativeMeasures: Increasing hygiene,PreventativeMeasures: Other,PreventativeMeasures: Working from home,HandWashing,SocialDistancing,HealthBehavior,EconomicImpact,MarketOperability,FoodLocations,FoodLocations2,FoodShopping,FoodAmount,Foodworry,BrandPurchase,NonEssentialItems,GovernmentTrust,CommercialTrust: Banks,CommercialTrust: Brands,CommercialTrust: Other,CommercialTrust: Retailers,CommercialTrust: Telecommuncations,InitiativeTaken: Limited store traffic,InitiativeTaken: None,InitiativeTaken: Sectioned intercepts,InitiativeTaken: Staff in protective gear,Groups: Brands,Groups: Governments,Groups: NGOs,Groups: Private Sector,Groups: Retailers,InformationSources: Friends/family,InformationSources: Government messages,InformationSources: Newspapers,InformationSources: Other,InformationSources: Radio,InformationSources: Social Media,InformationSources: TV,SocialMedia,MediaConsumption,StayPositive
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Male,36+,North West,A,44,1975,Yes,Urban area,not working,5,Global infections,Yes,No,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,More than 5 times,Yes,Go to doctor,5,Some are open,Yes,Supermarkets,More often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Health organizations,Consuming more,Bye staying home
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Male,15-25,Limpopo,B,25,1994,Yes,Rural area,Having to go out to visit my relative at the hospital,5,Global infections,No,No,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,3-5 times,Yes,Stay home,5,Some are open,No,N/A,Less often than usual,Same as usual,No,N/A,Decreased,5,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Media outlets,Consuming more,"God, President, family"
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Female,36+,Eastern Cape,A,39,1980,Yes,Urban area,"Going out to buy essentials, you get stopped by law enforcement",5,Contracting the disease,No,Yes - tested negative,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,More than 5 times,Yes,Stay home,5,Some are open,Yes,Hypermarkets,Less often than usual,Bigger packsize than usual,No,N/A,Decreased,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Governments,No change,"That my family is healthy, happy and being well cared for. That we don't have to leave the house all the time"
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Male,36+,Free State,A,46,1973,Yes,Urban area,Corona virus,5,Contracting the disease,No,No,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,More than 5 times,Yes,Go to doctor,5,Some are open,No,N/A,Same as usual [no change],Same as usual,Yes,Purchase your usual brand,Decreased,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,N/A,Consuming more,Our togetherness at home
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Female,36+,Limpopo,A,45,1974,Yes,Rural area,Doing a lot of activities online,3,Contracting the disease,No,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,3-5 times,Yes,Go to hospital,5,Some are open,No,N/A,Same as usual [no change],Same as usual,Yes,Purchase your usual brand,No change,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,N/A,No change,Sanitizer and washing my hands more often and always wearing gloves and  a mask.
0.9,1.1,1.0,0.97,04/02/2020,Kenya,Male,15-25,Siaya,C1,22,1997,Yes,Urban area,Prices of goods are rising while there's no income due to the Corona virus challenge,5,Economic impact,Yes,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,3-5 times,No,Stay home,4,Most are open,No,N/A,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Media outlets,Consuming more,Having quality time with family; the fact that God is in control; Indoor entertainment
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Male,36+,Limpopo,A,36,1983,Yes,Rural area,Covid,4,Economic impact,Yes,Yes - tested negative,Yes,FALSE,FALSE,FALSE,FALSE,TRUE,3-5 times,Yes,Stay home,3,Some are open,Yes,Supermarkets,More often than usual,Same as usual,Yes,Purchase your usual brand,No change,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Consuming less,Soccer
1.4,0.7,1.1,1.03,04/02/2020,Zambia,Female,26-35,Copperbelt,A,33,1986,Yes,Urban area,COMMODITY PRICES,5,Local infections,No,No,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,3-5 times,No,Stay home,3,All are open,No,N/A,More often than usual,Same as usual,Yes,Purchase your usual brand,Decreased,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,Consuming more,Family
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Male,26-35,Eastern Cape,B,27,1992,Yes,Rural area,Shortage of food,5,Global infections,Yes,No,Yes,TRUE,FALSE,TRUE,FALSE,FALSE,3-5 times,Yes,Go to doctor,5,Some are open,No,N/A,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Health organizations,Consuming more,NothingThere's nothing that can make me happy about the situation
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Female,26-35,KwaZulu-Natal,B,34,1985,Yes,Rural area,Shortage of electric power,5,Economic impact,Yes,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,More than 5 times,Yes,Go to doctor,5,Some are open,Yes,Wholesalers,Less often than usual,Bigger packsize than usual,Yes,Purchase your usual brand,Decreased,5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Health organizations,Consuming more,Stay home safe
0.9,1.0,1.1,0.98,04/02/2020,Kenya,Male,36+,Garissa,E,41,1978,Yes,Rural area,Food,5,Economic impact,No,No,Yes,FALSE,FALSE,FALSE,FALSE,TRUE,More than 5 times,No,Go to hospital,5,Some are open,No,N/A,Less often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,N/A,No change,farming
0.9,0.9,1.0,0.78,04/02/2020,Kenya,Male,26-35,Migori,A,26,1993,Yes,Urban area,Financial,3,Global infections,Yes,Yes - tested negative,Yes,FALSE,TRUE,TRUE,FALSE,TRUE,3-5 times,Yes,Go to hospital,3,All are open,Yes,Supermarkets,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Health organizations,Consuming less,Enough food SanitizersHand washing
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Female,36+,Mpumalanga,B,36,1983,Yes,Urban area,Having to stand long qeues to buy essentials,5,Contracting the disease,No,No,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,More than 5 times,Yes,Stay home,3,Some are open,No,N/A,Less often than usual,Bigger packsize than usual,No,N/A,Decreased,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Governments,Consuming more,Staying at home and following government instructions like keeps me happy
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Female,36+,Mpumalanga,A,40,1979,Yes,Urban area,My biggest challenge is in my location we are struggling of water,4,Local infections,Yes,No,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,More than 5 times,No,Stay home,5,All are open,Yes,Supermarkets,Less often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Media outlets,Consuming less,Personal Hygiene
1.1,1.0,1.0,1.13,04/02/2020,Ivory Coast (Cote D'Ivoire),Female,15-25,Savanes,C1,20,1999,Yes,Rural area,,3,Global infections,Yes,No,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,3-5 times,Yes,Not sure,5,Most are closed,Yes,Hypermarkets,More often than usual,Smaller packsize than usual,No,N/A,Decreased,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Consuming more,
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Male,26-35,Gauteng,A,28,1991,Yes,Urban area,Not being able to go to eat at a restaurant,3,Economic impact,No,No,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,0 times,Yes,Stay home,3,Some are open,No,N/A,More often than usual,Same as usual,No,N/A,Increased,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,N/A,Consuming less,Nothing really
0.9,0.9,1.0,0.84,04/02/2020,Kenya,Male,26-35,Makueni,B,29,1990,Yes,Urban area,Working from home,5,Economic impact,No,No,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,More than 5 times,Yes,Go to hospital,4,Some are open,Yes,Supermarkets,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Friends/family,Consuming more,"Government,brands"
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Male,15-25,Eastern Cape,B,25,1994,Yes,Urban area,Food,3,Economic impact,No,No,Yes,TRUE,FALSE,TRUE,FALSE,FALSE,3-5 times,Yes,Go to doctor,5,Most are closed,Yes,Wholesalers,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Increased,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Friends/family,Consuming more,Family
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Female,15-25,Mpumalanga,A,19,2000,Yes,Urban area,Working out,5,Other,Yes,No,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,1-2 times,Yes,Go to doctor,5,All are open,No,N/A,Less often than usual,Bigger packsize than usual,Yes,Purchase your usual brand,Decreased,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,Consuming less,"Focusing on my school work and seeing that there are people who are recovering and also, there are people following this rule of lockdown and stay at home"
0.9,1.6,1.0,1.51,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,36+,Sassandra-Marahoué,C1,40,1979,Yes,Rural area,,5,Local infections,Yes,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,More than 5 times,Yes,Go to hospital,5,Most are open,No,N/A,Same as usual [no change],Same as usual,Yes,Purchase your usual brand,Decreased,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,Consuming more,
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Male,15-25,Mpumalanga,B,23,1996,Yes,Rural area,Lack of water,5,Contracting the disease,Yes,No,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,3-5 times,Yes,Stay home,5,Some are open,No,N/A,Same as usual [no change],Bigger packsize than usual,Yes,Purchase your usual brand,Decreased,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,Consuming more,Watching TV
0.9,0.6,0.7,0.41,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Abidjan,C1,33,1986,Yes,Urban area,,3,Local infections,Yes,Not sure,Yes,TRUE,FALSE,TRUE,FALSE,FALSE,3-5 times,Yes,Go to doctor,3,Some are open,No,N/A,Same as usual [no change],Same as usual,No,N/A,Increased,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Media outlets,No change,
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Female,26-35,Gauteng,A,27,1992,Yes,Rural area,Water shortage,5,Contracting the disease,Yes,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,More than 5 times,Yes,Stay home,5,Some are open,Yes,Supermarkets,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,5,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Media outlets,Consuming more,Seeing that our leaders are doing their best
0.9,0.6,0.7,0.41,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Abidjan,C1,34,1985,Yes,Urban area,,4,Economic impact,No,No,Yes,TRUE,FALSE,TRUE,TRUE,FALSE,3-5 times,Yes,Go to hospital,5,Some are open,Yes,Other,More often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Increased,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Other,Consuming more,
1.0,1.0,1.0,1.00,04/02/2020,Mozambique,Female,15-25,Zambézia,C1,25,1994,Yes,Urban area,,5,Contracting the disease,Yes,No,Yes,FALSE,FALSE,FALSE,TRUE,FALSE,More than 5 times,Yes,Go to hospital,5,Most are open,Yes,Supermarkets,Less often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Consuming less,
0.9,0.6,1.1,0.62,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Zanzan,C1,27,1992,Yes,Rural area,,5,Economic impact,No,No,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,1-2 times,No,Go to doctor,5,Some are open,No,N/A,Same as usual [no change],Same as usual,No,N/A,No change,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,N/A,No change,
0.8,0.7,0.4,0.20,04/02/2020,Zambia,Male,26-35,Lusaka,C1,27,1992,Yes,Rural area,Am jobless/no food in the house,5,Global infections,Yes,Yes - tested positive,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,1-2 times,No,Go to hospital,5,Most are closed,Yes,Other,Less often than usual,Smaller packsize than usual,No,N/A,Decreased,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,Consuming less,Staying home
0.9,0.6,0.7,0.41,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Abidjan,C1,32,1987,Yes,Urban area,,5,Global infections,Yes,No,Yes,TRUE,TRUE,TRUE,FALSE,TRUE,More than 5 times,Yes,Go to hospital,5,Some are open,Yes,Drugstores,Less often than usual,Smaller packsize than usual,Yes,Purchase your usual brand,Increased,5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Governments,Consuming less,
0.9,0.9,1.7,1.39,04/02/2020,Benin,Male,15-25,Alibori,C1,25,1994,Yes,Rural area,,5,Contracting the disease,Yes,Not sure,Yes,FALSE,FALSE,FALSE,FALSE,TRUE,1-2 times,Yes,Go to doctor,4,All are open,No,N/A,Less often than usual,Bigger packsize than usual,No,N/A,Decreased,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Media outlets,Consuming more,
1.1,1.1,0.8,0.92,04/02/2020,Kenya,Female,15-25,Nairobi,C1,25,1994,Yes,Rural area,Insufficient funds,5,Local infections,No,No,Yes,FALSE,FALSE,FALSE,FALSE,TRUE,More than 5 times,Yes,Go to hospital,5,Most are closed,No,N/A,More often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,Consuming less,Movies and house chores
0.9,1.6,0.7,1.09,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,36+,Abidjan,C1,37,1982,Yes,Urban area,,5,Economic impact,No,Not sure,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,1-2 times,Yes,Go to hospital,5,Some are open,No,N/A,More often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Increased,5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,N/A,Consuming more,
0.9,0.6,1.5,0.88,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Montagnes,C1,31,1988,Yes,Urban area,,5,Local infections,Yes,Not sure,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,1-2 times,Yes,Go to hospital,4,Most are closed,Yes,Supermarkets,Same as usual [no change],Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Governments,Consuming more,
0.9,1.0,1.0,0.93,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,15-25,Savanes,C1,24,1995,Yes,Urban area,,5,Global infections,Yes,Not sure,Yes,TRUE,TRUE,FALSE,TRUE,TRUE,More than 5 times,Yes,Go to hospital,5,Some are open,Yes,Supermarkets,Less often than usual,Smaller packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Media outlets,Consuming more,
0.9,0.6,0.7,0.41,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Abidjan,C1,34,1985,Yes,Urban area,,5,Economic impact,Yes,No,Yes,TRUE,FALSE,TRUE,FALSE,FALSE,3-5 times,No,Go to doctor,5,All are open,No,N/A,Same as usual [no change],Same as usual,Yes,Purchase your usual brand,Increased,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Governments,Consuming more,
1.1,1.0,1.0,1.13,04/02/2020,Ivory Coast (Cote D'Ivoire),Female,15-25,Savanes,C1,25,1994,Yes,Rural area,,1,Global infections,No,Yes - tested negative,No,FALSE,FALSE,FALSE,FALSE,FALSE,1-2 times,No,Go to hospital,2,All are open,No,N/A,More often than usual,Same as usual,No,N/A,Increased,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Consuming less,
0.9,0.6,0.7,0.41,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Abidjan,B,31,1988,Yes,Urban area,,4,Contracting the disease,Yes,No,Yes,TRUE,FALSE,TRUE,FALSE,FALSE,More than 5 times,No,Go to doctor,5,Some are open,No,N/A,Less often than usual,Bigger packsize than usual,Yes,Purchase your usual brand,Decreased,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Governments,No change,
0.9,1.6,1.0,1.51,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,36+,Sassandra-Marahoué,C1,42,1977,Yes,Urban area,,5,Economic impact,Yes,No,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,More than 5 times,No,Go to hospital,5,Some are open,No,N/A,Same as usual [no change],Same as usual,Yes,Switch to an alterative brand because it is cheaper,Increased,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Other,No change,
0.9,0.6,0.7,0.41,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Abidjan,C1,29,1990,Yes,Urban area,,4,Contracting the disease,Yes,No,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,1-2 times,No,Go to doctor,2,Most are open,No,N/A,Same as usual [no change],Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Increased,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Media outlets,Consuming more,
0.9,0.6,1.0,0.57,04/02/2020,Ivory Coast (Cote D'Ivoire),Male,26-35,Vallée du Bandama,C1,34,1985,Yes,Urban area,,5,Contracting the disease,Yes,No,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,3-5 times,No,Go to hospital,5,Most are open,No,N/A,More often than usual,Bigger packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Increased,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,Consuming more,
1.1,1.0,1.0,1.13,04/02/2020,Ivory Coast (Cote D'Ivoire),Female,15-25,Sassandra-Marahoué,B,20,1999,Yes,Urban area,,5,Global infections,Yes,No,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,More than 5 times,Yes,Go to doctor,5,Most are open,Yes,Discounters,Less often than usual,Same as usual,Yes,Switch to an alterative brand because it is cheaper,Increased,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Media outlets,Consuming less,
1.0,1.0,1.0,1.00,04/02/2020,South Africa,Female,36+,Free State,B,73,1946,Yes,Urban area,Going shopping for necessities,4,Economic impact,Yes,No,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,More than 5 times,Yes,Stay home,5,Most are closed,No,N/A,Less often than usual,Same as usual,No,N/A,Decreased,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Media outlets,Consuming more,"Corresponding with fruends, clearing all my cupboards,  catching up on unfinished projects, reading, watching tv , radio, sewing housework, cooking,"
1.1,1.1,0.8,0.92,04/02/2020,Kenya,Female,15-25,Nairobi,C1,24,1995,Yes,Urban area,accessing foodstuff,5,Local infections,Yes,No,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,3-5 times,No,Not sure,5,Most are closed,No,N/A,Same as usual [no change],Same as usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Media outlets,No change,Spend most time indoors with family
0.9,1.0,1.0,0.93,04/02/2020,Kenya,Male,36+,Kakamega,E,42,1977,Yes,Rural area,"Poverty, kind of life with no access to Gvt resorces.",5,Local infections,Yes,No,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,More than 5 times,Yes,Go to hospital,5,Most are closed,No,N/A,Same as usual [no change],Smaller packsize than usual,Yes,Switch to an alterative brand because it is cheaper,Decreased,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,N/A,Consuming more,"Quarantine,distancing and sanitazing my family."
